"","Year","Month","Day","Maximum.temperature..Degree.C."
"1814",2018,"May",19,15.5
"1815",2018,"May",20,16.2
"1816",2018,"May",21,16.7
"1817",2018,"May",22,17
"1818",2018,"May",23,15.3
"1819",2018,"May",24,16.1
"1820",2018,"May",25,14.9
"1821",2018,"May",26,20.5
"1822",2018,"May",27,20.7
"1823",2018,"May",28,20.5
"1824",2018,"May",29,17.9
"1825",2018,"May",30,15.1
"1826",2018,"May",31,14.8
"1827",2018,"June",1,13.3
"1828",2018,"June",2,13.6
"1829",2018,"June",3,13.8
"1830",2018,"June",4,14.4
"1831",2018,"June",5,15
"1832",2018,"June",6,19.1
"1833",2018,"June",7,17.8
"1834",2018,"June",8,13.6
"1835",2018,"June",9,15.6
"1836",2018,"June",10,15.3
"1837",2018,"June",11,17.6
"1838",2018,"June",12,16.6
"1839",2018,"June",13,14.1
"1840",2018,"June",14,14.5
"1841",2018,"June",15,14
"1842",2018,"June",16,13.1
"1843",2018,"June",17,13.1
"1844",2018,"June",18,12
"1845",2018,"June",19,14.5
"1846",2018,"June",20,15.3
"1847",2018,"June",21,15.1
"1848",2018,"June",22,15
"1849",2018,"June",23,12.8
"1850",2018,"June",24,13.1
"1851",2018,"June",25,12.6
"1852",2018,"June",26,14.1
"1853",2018,"June",27,11.2
"1854",2018,"June",28,10.6
"1855",2018,"June",29,12.5
"1856",2018,"June",30,14.2
"1857",2018,"July",1,14.7
"1858",2018,"July",2,14.6
"1859",2018,"July",3,14.3
"1860",2018,"July",4,17.1
"1861",2018,"July",5,18.7
"1862",2018,"July",6,15.2
"1863",2018,"July",7,12.9
"1864",2018,"July",8,13.9
"1865",2018,"July",9,13.8
"1866",2018,"July",10,11.5
"1867",2018,"July",11,11.6
"1868",2018,"July",12,11.3
"1869",2018,"July",13,13.9
"1870",2018,"July",14,15.5
"1871",2018,"July",15,13.8
"1872",2018,"July",16,12.6
"1873",2018,"July",17,17.5
"1874",2018,"July",18,15.2
"1875",2018,"July",19,17.6
"1876",2018,"July",20,12.1
"1877",2018,"July",21,14
"1878",2018,"July",22,14.8
"1879",2018,"July",23,15.4
"1880",2018,"July",24,15.6
"1881",2018,"July",25,15.7
"1882",2018,"July",26,15.1
"1883",2018,"July",27,19.5
"1884",2018,"July",28,18.6
"1885",2018,"July",29,14.6
"1886",2018,"July",30,12.6
"1887",2018,"July",31,16.2
"1888",2018,"August",1,14.8
"1889",2018,"August",2,16.1
"1890",2018,"August",3,18.4
"1891",2018,"August",4,15.3
"1892",2018,"August",5,17.6
"1893",2018,"August",6,13.8
"1894",2018,"August",7,14.8
"1895",2018,"August",8,16
"1896",2018,"August",9,15.4
"1897",2018,"August",10,20
"1898",2018,"August",11,14.7
"1899",2018,"August",12,14.8
"1900",2018,"August",13,14.9
"1901",2018,"August",14,16.7
"1902",2018,"August",15,18.4
"1903",2018,"August",16,14.7
"1904",2018,"August",17,15.9
"1905",2018,"August",18,13.8
"1906",2018,"August",19,11.9
"1907",2018,"August",20,12.4
"1908",2018,"August",21,12.4
"1909",2018,"August",22,14
"1910",2018,"August",23,16
"1911",2018,"August",24,15.4
"1912",2018,"August",25,15.2
"1913",2018,"August",26,14.7
"1914",2018,"August",27,12.9
"1915",2018,"August",28,11.2
"1916",2018,"August",29,12.5
"1917",2018,"August",30,16.7
"1918",2018,"August",31,16
"1919",2018,"September",1,13.4
"1920",2018,"September",2,12.3
"1921",2018,"September",3,13.1
"1922",2018,"September",4,19.5
"1923",2018,"September",5,20.2
"1924",2018,"September",6,20.6
"1925",2018,"September",7,15.1
"1926",2018,"September",8,17.5
"1927",2018,"September",9,18.1
"1928",2018,"September",10,18
"1929",2018,"September",11,24.2
"1930",2018,"September",12,18.5
"1931",2018,"September",13,19.7
"1932",2018,"September",14,22.7
"1933",2018,"September",15,13.7
"1934",2018,"September",16,14
"1935",2018,"September",17,18.1
"1936",2018,"September",18,20.3
"1937",2018,"September",19,14.7
"1938",2018,"September",20,17.4
"1939",2018,"September",21,18.9
"1940",2018,"September",22,17.3
"1941",2018,"September",23,13.7
"1942",2018,"September",24,14.9
"1943",2018,"September",25,13.6
"1944",2018,"September",26,17.6
"1945",2018,"September",27,24.2
"1946",2018,"September",28,15.2
"1947",2018,"September",29,14
"1948",2018,"September",30,16.5
"1949",2018,"October",1,23.3
"1950",2018,"October",2,25.8
"1951",2018,"October",3,18.1
"1952",2018,"October",4,14.6
"1953",2018,"October",5,20.5
"1954",2018,"October",6,23.8
"1955",2018,"October",7,24.7
"1956",2018,"October",8,28.2
"1957",2018,"October",9,17.9
"1958",2018,"October",10,16.5
"1959",2018,"October",11,20.7
"1960",2018,"October",12,22.7
"1961",2018,"October",13,24.9
"1962",2018,"October",14,27.3
"1963",2018,"October",15,27.5
"1964",2018,"October",16,23.1
"1965",2018,"October",17,22.6
"1966",2018,"October",18,20.7
"1967",2018,"October",19,27.4
"1968",2018,"October",20,16.1
"1969",2018,"October",21,19.2
"1970",2018,"October",22,27
"1971",2018,"October",23,18.8
"1972",2018,"October",24,15.5
"1973",2018,"October",25,19.5
"1974",2018,"October",26,18.3
"1975",2018,"October",27,19.6
"1976",2018,"October",28,15.9
"1977",2018,"October",29,17
"1978",2018,"October",30,25.2
"1979",2018,"October",31,19.5
"1980",2018,"November",1,34.3
"1981",2018,"November",2,31.6
"1982",2018,"November",3,20.9
"1983",2018,"November",4,20.9
"1984",2018,"November",5,28.6
"1985",2018,"November",6,21.4
"1986",2018,"November",7,17.2
"1987",2018,"November",8,17
"1988",2018,"November",9,20
"1989",2018,"November",10,20.3
"1990",2018,"November",11,19.6
"1991",2018,"November",12,30.2
"1992",2018,"November",13,30.5
"1993",2018,"November",14,17.3
"1994",2018,"November",15,18.1
"1995",2018,"November",16,19
"1996",2018,"November",17,18.1
"1997",2018,"November",18,26.6
"1998",2018,"November",19,30.9
"1999",2018,"November",20,27.6
"2000",2018,"November",21,23.2
"2001",2018,"November",22,16.4
"2002",2018,"November",23,14.5
"2003",2018,"November",24,16.9
"2004",2018,"November",25,18.8
"2005",2018,"November",26,18.6
"2006",2018,"November",27,20
"2007",2018,"November",28,20.8
"2008",2018,"November",29,18.7
"2009",2018,"November",30,20.8
"2010",2018,"December",1,31.7
"2011",2018,"December",2,19.5
"2012",2018,"December",3,23.6
"2013",2018,"December",4,20.5
"2014",2018,"December",5,25.2
"2015",2018,"December",6,35.5
"2016",2018,"December",7,38
"2017",2018,"December",8,30.3
"2018",2018,"December",9,20.1
"2019",2018,"December",10,20.6
"2020",2018,"December",11,23.6
"2021",2018,"December",12,33.6
"2022",2018,"December",13,21.1
"2023",2018,"December",14,22.7
"2024",2018,"December",15,24.8
"2025",2018,"December",16,23.5
"2026",2018,"December",17,21.8
"2027",2018,"December",18,20.8
"2028",2018,"December",19,26.9
"2029",2018,"December",20,21.2
"2030",2018,"December",21,20.9
"2031",2018,"December",22,19.1
"2032",2018,"December",23,26.9
"2033",2018,"December",24,34.2
"2034",2018,"December",25,23.9
"2035",2018,"December",26,23.8
"2036",2018,"December",27,37.4
"2037",2018,"December",28,36.4
"2038",2018,"December",29,23.9
"2039",2018,"December",30,22.7
"2040",2018,"December",31,23.5
"2041",2019,"January",1,26.2
"2042",2019,"January",2,22.2
"2043",2019,"January",3,29.5
"2044",2019,"January",4,42.6
"2045",2019,"January",5,21.2
"2046",2019,"January",6,22.1
"2047",2019,"January",7,23.1
"2048",2019,"January",8,24.1
"2049",2019,"January",9,20.5
"2050",2019,"January",10,21.4
"2051",2019,"January",11,30.4
"2052",2019,"January",12,24.7
"2053",2019,"January",13,30.5
"2054",2019,"January",14,32.3
"2055",2019,"January",15,30.4
"2056",2019,"January",16,26.7
"2057",2019,"January",17,32.5
"2058",2019,"January",18,28.7
"2059",2019,"January",19,23.5
"2060",2019,"January",20,22.9
"2061",2019,"January",21,25.1
"2062",2019,"January",22,26.8
"2063",2019,"January",23,23.9
